case_id,semantic_family,length_level,templated_prompt_tokens,corpus_sha256,prompt_sha256,execution_round,execution_position,selection_roles,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
13-creative-b6,creative / language generation,6,329,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,ff4ebf1de9a03911e714f0b36d15d5de489d5bc4be1222099025ea7edb6ed388,6,13,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b7,creative / language generation,7,349,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,29029648bd27ddd7f433fe0e2ed4deed0d5a4fe475a6fecd6ef31d77538db366,7,13,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
13-creative-b8,creative / language generation,8,381,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,c3e02a1e6e24ecefad4f133d0b19ef3b0f79f0d557186a048fee45813acf36cc,8,13,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b1,conversational / direct QA,1,171,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,875869d107939d13270964ecf3b2a0fc30fa9327dde9f79352b6be727969a29b,1,14,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b2,conversational / direct QA,2,191,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,5a1ea280b9c165fd47950641730ac6d7702f3199b5211dd90b6eee4aa4b72e14,2,14,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b3,conversational / direct QA,3,232,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,e809e08c49566beb8f9eb20fb767efff35a73d619090de023f91a07bcb958a2e,3,14,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b4,conversational / direct QA,4,268,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,7ef552ebe818482285cc0da1ca88e4d1a809bba8fe41c01f8454b911dce96f57,4,14,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b5,conversational / direct QA,5,293,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,d9484e9f0c78e007a54b98ebc999e02ea5a4b5e15d17fd73c5a286e70d34bac1,5,14,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b6,conversational / direct QA,6,320,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,1de9a4976e91e9f35f05bc7e8aa1029677f777c882d666de783b84d94b516d7e,6,14,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b7,conversational / direct QA,7,358,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,2dea0e8b7d5664f42ee06358f91f3049b1fff4044674a8bb8f58f2e012f56181,7,14,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
14-qa-b8,conversational / direct QA,8,385,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,952145675c61260b2ef7532bc17e647ee4172a07557c18879c4829252c1a2351,8,14,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b1,Spanish-language reasoning/explanation,1,208,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,2e5c7e955b63a992779f96fd24a6cec12abe94fd22bcd6b4083c5ecf0f9579f2,1,15,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b2,Spanish-language reasoning/explanation,2,276,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,3fc8a075c1b90d5ee72c9cd7fe7ab3ae79f1968ed225eba25bd515ac54c4f839,2,15,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b3,Spanish-language reasoning/explanation,3,315,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,019bae18400723d533f0e5543d26a5f8f5e48d81b3dc01e03abfdb33df127715,3,15,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b4,Spanish-language reasoning/explanation,4,379,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,efe92e9ddd0e632ca1f87e24ae20e6a68bb936d4bb96eb70981c100bede5b19e,4,15,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b5,Spanish-language reasoning/explanation,5,416,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,856055798e0d2c68831c5770b01e6e84b7a59e20dd81060f18f897eac2360c8c,5,15,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b6,Spanish-language reasoning/explanation,6,440,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,6e687d24210cbfc28d0964981ab173062fec8e122dcb1c1ead116b4553ed9f65,6,15,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b7,Spanish-language reasoning/explanation,7,508,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,1130490ebac083afcd24c01110c9da352ac8f71eb14526fd78390526b62cf329,7,15,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
15-spanish-b8,Spanish-language reasoning/explanation,8,599,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,07610deac1a8d2386daa22eb9317c90c99780d4b5c77ddf23b7ee3754f3cdb04,8,15,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b1,multilingual / translation / cross-language transformation,1,169,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,9853f647b9148e0c9912cddf4ccbd24398cc5cb1870f64f808b06200e472cecf,1,16,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b2,multilingual / translation / cross-language transformation,2,217,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,68bb7ec7952698a4e1cecf3f9a7fd85faf30695bf14c9ebd89632a08dd2b51c1,2,16,"[""FAMILY_REPRESENTATIVE"",""STAGE_A_PRIMARY"",""STAGE_B_REPRESENTATIVE""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b3,multilingual / translation / cross-language transformation,3,246,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,10471dd88562d9375997ebdf14ad96898212e0834084bf7a56705136310d5080,3,16,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b4,multilingual / translation / cross-language transformation,4,258,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,60b6e15ee9cf01025d859da4dc243ccf6ea9f9686d06265ec0e3c786aedd213e,4,16,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b5,multilingual / translation / cross-language transformation,5,301,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,ad1ae52a05d3e4abce8b5ec3566ce0a176ed750bff4f44dac3151398dfaf0ad1,5,16,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b6,multilingual / translation / cross-language transformation,6,338,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,e2b27198a050c191c326ec3719955e265e69a5f229c014aefa403926d5bc92e0,6,16,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b7,multilingual / translation / cross-language transformation,7,366,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,5f4e410daea647f4d5f23c692e3b49055e60d786ca871f5fd6e60ae2ca0aa14a,7,16,"[""STAGE_A_PRIMARY""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
16-multi-b8,multilingual / translation / cross-language transformation,8,404,e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8,0a8597a373c359029e751a09c72dc36aaaa3bd9bb4e06710a0aae0f082312c16,8,16,"[""STAGE_A_PRIMARY"",""STAGE_B2_ENDPOINT""]","[""e0f1746f987f888d68a36261a2822f4754a413b7799c6252aae8a4ded2a900d8""]",issue105-cases-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,CURATED_FROM_MEASURED,CURATED_FROM_MEASURED,issue102_full_prompt,issue102_full_prompt
